,external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,chargeback,amount_USD,local_time,Year,Month,Day
3941,r9F86FPKy1tSUloJdGSyG,True,GLOBALPAY,evt_1E_dtdl04dgqRpX9FaB4iul,2019-05-12T04:48:00.000Z,DECLINED,False,115610.08,UK,GBP,False,80207.87,2019-05-12 04:48:00,2019,5,12
3942,nlLjrxOkypFMh-rBb27fv,True,GLOBALPAY,evt_1EpfLAdgvAn8GpTCt5NSAi3,2019-05-12T09:36:00.000Z,ACCEPTED,False,115387.97,UK,GBP,False,80053.78,2019-05-12 09:36:00,2019,5,12
3943,fXfrO5fgGWLLiepCfXigf,True,GLOBALPAY,evt_1EL8WRB8V9Qb7lOAU6A0iH8,2019-05-12T14:24:00.000Z,ACCEPTED,False,115127.35,UK,GBP,False,79872.97,2019-05-12 14:24:00,2019,5,12
3944,R8V5CsDB_H72V1GcygqYr,True,GLOBALPAY,evt_1E7ibCg48ZycyKWa22KO4gS,2019-05-12T19:12:00.000Z,ACCEPTED,False,115262.86,UK,GBP,False,79966.98,2019-05-12 19:12:00,2019,5,12
3945,c3h8LcQzZ8CqvmXm5Rvip,True,GLOBALPAY,evt_1EIeHDiN46X1SItjYfMM53L,2019-05-12T00:00:00.000Z,ACCEPTED,False,127525.29,FR,EUR,False,94964.29,2019-05-12 00:00:00,2019,5,12
3946,ImGGEjDkqTr5pHLPjFLbN,True,GLOBALPAY,evt_1EPlIwelL7jSD4gpN2FjEcR,2019-05-12T04:48:00.000Z,ACCEPTED,False,127887.5,FR,EUR,False,95234.02,2019-05-12 04:48:00,2019,5,12
3947,jxdeO7UZ0ESzk2VqO62iT,True,GLOBALPAY,evt_1EtOeP0Ngio83z9yIi3E3Sw,2019-05-12T09:36:00.000Z,ACCEPTED,False,128429.06,FR,EUR,False,95637.3,2019-05-12 09:36:00,2019,5,12
3948,juAiPPmHHAMvgSZ0jcfPy,True,GLOBALPAY,evt_1Ez0oH6qR6t4Gh8Qpz2EqPs,2019-05-12T14:24:00.000Z,ACCEPTED,False,128886.89,FR,EUR,False,95978.24,2019-05-12 14:24:00,2019,5,12
3949,jDAZbKXbGVNqFA28DCo-e,True,GLOBALPAY,evt_1E1VtxktRRmvTLKEl5KxQs-,2019-05-12T19:12:00.000Z,ACCEPTED,False,128866.21,FR,EUR,False,95962.84,2019-05-12 19:12:00,2019,5,12
3950,KLg6bH3yxBxIpeBOqn9oA,True,GLOBALPAY,evt_1EQ0sNX8KJvwPuD-DnCsbD4,2019-05-12T00:00:00.000Z,ACCEPTED,False,131828.41,CA,CAD,False,182642.66,2019-05-12 00:00:00,2019,5,12
3951,ikbiyeApHnwoSwnk17jjC,True,GLOBALPAY,evt_1E7BUcVxpOtimxWnj-84GdJ,2019-05-12T04:48:00.000Z,ACCEPTED,False,131991.3,CA,CAD,False,182868.34,2019-05-12 04:48:00,2019,5,12
3952,dkDIu-enHdqC7h21ygj3x,True,GLOBALPAY,evt_1EzLr_6qm4_IpYevDjW4sKV,2019-05-12T09:36:00.000Z,DECLINED,False,132296.84,CA,CAD,False,183291.65,2019-05-12 09:36:00,2019,5,12
3953,bEmIrVnH3bsF9H2lgFFGi,True,GLOBALPAY,evt_1EeM5UAosSEM7fu4I30Nr9o,2019-05-12T14:24:00.000Z,DECLINED,False,132070.31,CA,CAD,False,182977.8,2019-05-12 14:24:00,2019,5,12
3954,4iFqZ6a8vG9K7ulK3tV1k,True,GLOBALPAY,evt_1Ek4os-o4syELaGDNkqVRr-,2019-05-12T19:12:00.000Z,DECLINED,False,132347.93,CA,CAD,False,183362.43,2019-05-12 19:12:00,2019,5,12
3955,rkxnRh8_X-ROYzTqkLkbJ,True,GLOBALPAY,evt_1ErpTRgzXNv5ZIn4QCddJnM,2019-05-12T00:00:00.000Z,ACCEPTED,False,128654.68,AE,USD,False,128654.68,2019-05-12 00:00:00,2019,5,12
3956,VoIB-AGc0zcTZZzxlimYt,True,GLOBALPAY,evt_1EUp9i8GbnE7yMuKU3E_Ncv,2019-05-12T04:48:00.000Z,ACCEPTED,False,129028.41,AE,USD,False,129028.41,2019-05-12 04:48:00,2019,5,12
3957,Y6og0CKd4wOmOcCE4nuE0,True,GLOBALPAY,evt_1Ez91Kp7BEpT8qxWFyxF1WZ,2019-05-12T09:36:00.000Z,ACCEPTED,False,128846.55,AE,USD,False,128846.55,2019-05-12 09:36:00,2019,5,12
3958,tMl-wV-udOtmUogYs0IPS,True,GLOBALPAY,evt_1EfuO0BLWT1chEYzQFdGgak,2019-05-12T14:24:00.000Z,ACCEPTED,False,128565.24,AE,USD,False,128565.24,2019-05-12 14:24:00,2019,5,12
3959,k0XntR7nHXQZg_qLKrVS5,True,GLOBALPAY,evt_1EVj0DjgfaC0MQdL0XAGEjx,2019-05-12T19:12:00.000Z,ACCEPTED,False,128266.78,AE,USD,False,128266.78,2019-05-12 19:12:00,2019,5,12
3960,bsrcDIfHeE7UBG2DaLOZ4,True,GLOBALPAY,evt_1E7kDzHefLiVemF3FD14N7N,2019-05-13T00:00:00.000Z,ACCEPTED,False,127105.75,US,USD,False,127105.75,2019-05-13 00:00:00,2019,5,13
3961,7tQMSV_hpP1YbOEtXvtJY,True,GLOBALPAY,evt_1EG4ix5QMTy-IfRSXosjmLa,2019-05-13T04:48:00.000Z,ACCEPTED,False,127639.32,US,USD,False,127639.32,2019-05-13 04:48:00,2019,5,13
3962,z0tZOz1M5i-ttb3_v0eTZ,True,GLOBALPAY,evt_1EZVkvstqeNbHfAFivUC0sD,2019-05-13T09:36:00.000Z,ACCEPTED,False,128046.18,US,USD,False,128046.18,2019-05-13 09:36:00,2019,5,13
3963,J7nTloFvJdi7w_iFrXHX9,True,GLOBALPAY,evt_1E_T64cWhvHoRQX2x4v8sqm,2019-05-13T14:24:00.000Z,ACCEPTED,False,128678.02,US,USD,False,128678.02,2019-05-13 14:24:00,2019,5,13
3964,8FiJPKTwUQ-vRd1BMai0l,True,GLOBALPAY,evt_1EUndERwzNYS8_SfQPWJPc8,2019-05-13T19:12:00.000Z,ACCEPTED,False,129365.45,US,USD,False,129365.45,2019-05-13 19:12:00,2019,5,13
3965,XNzIYFNeYgJkyvsQiHXr-,True,GLOBALPAY,evt_1EJdlBXmiwwmw9iNlWDXN3e,2019-05-13T00:00:00.000Z,DECLINED,False,117603.77,MX,MXN,False,2949610.13,2019-05-13 00:00:00,2019,5,13
3966,GgAxXJoZIg1mXmEWqKDq3,True,GLOBALPAY,evt_1EJc5kvW2_bSvcPhARsKdQX,2019-05-13T04:48:00.000Z,ACCEPTED,False,117832.99,MX,MXN,False,2955359.18,2019-05-13 04:48:00,2019,5,13
3967,KCZmiDx-k57gAvI0eZDRm,True,GLOBALPAY,evt_1EkKaDWoeeXOeepJAMOXB44,2019-05-13T09:36:00.000Z,ACCEPTED,False,118497.56,MX,MXN,False,2972027.2,2019-05-13 09:36:00,2019,5,13
3968,Vz3NCwyxcHvtjrNF3hp4_,True,GLOBALPAY,evt_1E6yFBSbPBrcJZPvYpE0vie,2019-05-13T14:24:00.000Z,DECLINED,False,118855.1,MX,MXN,False,2980994.63,2019-05-13 14:24:00,2019,5,13
3969,P4jGrnatfBVfaOTY__TUd,True,GLOBALPAY,evt_1Elx8fmSkmgGSjjaqtFZwX9,2019-05-13T19:12:00.000Z,ACCEPTED,False,118587.76,MX,MXN,False,2974289.5,2019-05-13 19:12:00,2019,5,13
3970,E8z2OHECvVOkqWHJz2ixb,True,GLOBALPAY,evt_1EoeWmxYGHtB9IjoEjI_e5c,2019-05-13T00:00:00.000Z,ACCEPTED,False,115437.99,UK,GBP,False,79453.07,2019-05-13 00:00:00,2019,5,13
3971,i9jSWDlincnQazDb24SXS,True,GLOBALPAY,evt_1E2elbBFn5mPnFiAEIGD81a,2019-05-13T04:48:00.000Z,ACCEPTED,False,115704.54,UK,GBP,False,79636.53,2019-05-13 04:48:00,2019,5,13
3972,-Lm6OGjiZTdvVAhM70Ekr,True,GLOBALPAY,evt_1E1XE5PWn6uylMMcHG0gRZv,2019-05-13T09:36:00.000Z,DECLINED,False,116051.02,UK,GBP,False,79875.0,2019-05-13 09:36:00,2019,5,13
3973,NuPxTMzjToQmrf0Ll01fV,True,GLOBALPAY,evt_1ECYDRSBX_AZMPfeQkuIZg9,2019-05-13T14:24:00.000Z,ACCEPTED,False,116156.2,UK,GBP,False,79947.39,2019-05-13 14:24:00,2019,5,13
3974,Tmr2ketIY92t70ToTDczv,True,GLOBALPAY,evt_1Eb34cshFu6Xry1yRyEls5I,2019-05-13T19:12:00.000Z,ACCEPTED,False,116517.23,UK,GBP,False,80195.88,2019-05-13 19:12:00,2019,5,13
3975,h-PueDTaIVeO8YY4ld4bH,True,GLOBALPAY,evt_1E3me1OwPpETAzrgJtojtYe,2019-05-13T00:00:00.000Z,ACCEPTED,False,129432.23,FR,EUR,False,95479.09,2019-05-13 00:00:00,2019,5,13
3976,dYFf1xzBae1o0Vmr4R45I,True,GLOBALPAY,evt_1E6kdUhpVmCLVNyXYr6tcFE,2019-05-13T04:48:00.000Z,DECLINED,False,130074.01,FR,EUR,False,95952.51,2019-05-13 04:48:00,2019,5,13
3977,FJmBYCHejirdiyXvfXBmk,True,GLOBALPAY,evt_1Edb_qPQWXNXkZXS_FdjGu6,2019-05-13T09:36:00.000Z,ACCEPTED,False,130517.0,FR,EUR,False,96279.3,2019-05-13 09:36:00,2019,5,13
3978,aCWNXnSY6QEF6u9ofy3bT,True,GLOBALPAY,evt_1ErN6KwPPGHWnMa-UEJA_9H,2019-05-13T14:24:00.000Z,DECLINED,False,130994.35,FR,EUR,False,96631.43,2019-05-13 14:24:00,2019,5,13
3979,G1t3YUkTKhNu2GHwPxQ8E,True,GLOBALPAY,evt_1EMQ4qGtlnP1BHDD2wBSiQH,2019-05-13T19:12:00.000Z,DECLINED,False,130964.78,FR,EUR,False,96609.61,2019-05-13 19:12:00,2019,5,13
3980,nbbebPEAzBVRSWq-5Dg2o,True,GLOBALPAY,evt_1EItcQj_HCCklwgfEOM6yz4,2019-05-13T00:00:00.000Z,ACCEPTED,False,132407.58,CA,CAD,False,183749.87,2019-05-13 00:00:00,2019,5,13
3981,ybxDstdfF9N50kKKcVkp_,True,GLOBALPAY,evt_1EEj_sL9OasXrQssemDsyLq,2019-05-13T04:48:00.000Z,ACCEPTED,False,132615.27,CA,CAD,False,184038.1,2019-05-13 04:48:00,2019,5,13
3982,6kn190qMWUYpzD_mW3zam,True,GLOBALPAY,evt_1E-ppVtJr3eRxh0AejXLJIg,2019-05-13T09:36:00.000Z,DECLINED,False,132807.22,CA,CAD,False,184304.48,2019-05-13 09:36:00,2019,5,13
3983,xGzTQCTMakLKhskpplaAa,True,GLOBALPAY,evt_1EloVTgGf_-9s5-VYbby8g4,2019-05-13T14:24:00.000Z,ACCEPTED,False,133116.74,CA,CAD,False,184734.02,2019-05-13 14:24:00,2019,5,13
3984,h79JCcUl78EBIiilaiWFz,True,GLOBALPAY,evt_1Egy456u5h-G5Rd3aVIin75,2019-05-13T19:12:00.000Z,ACCEPTED,False,133806.92,CA,CAD,False,185691.82,2019-05-13 19:12:00,2019,5,13
3985,6cbl3QuVaTaEkg58Di4fn,True,GLOBALPAY,evt_1E2e_5c0_rC5dnsPJcDiXcK,2019-05-13T00:00:00.000Z,ACCEPTED,False,128830.4,AE,USD,False,128830.4,2019-05-13 00:00:00,2019,5,13
3986,0eIspuS6dCnOs6wOftzDW,True,GLOBALPAY,evt_1Eb6xLwsCn3k6Fvmx-7PeGT,2019-05-13T04:48:00.000Z,ACCEPTED,False,129120.17,AE,USD,False,129120.17,2019-05-13 04:48:00,2019,5,13
3987,nX64kEO6QgfHQe1Jim4XN,True,GLOBALPAY,evt_1EiHzrLX3zubIFQuRHjuMD7,2019-05-13T09:36:00.000Z,ACCEPTED,False,129493.72,AE,USD,False,129493.72,2019-05-13 09:36:00,2019,5,13
3988,EUMI312ue9ggq_shSoceb,True,GLOBALPAY,evt_1E23ulvd9Mq97M1Hi1AhxF_,2019-05-13T14:24:00.000Z,DECLINED,False,129709.86,AE,USD,False,129709.86,2019-05-13 14:24:00,2019,5,13
3989,8HaJHojLruquA6ymGzkv3,True,GLOBALPAY,evt_1E6HRj4iS2mSu2UOYGzE6St,2019-05-13T19:12:00.000Z,ACCEPTED,False,130138.73,AE,USD,False,130138.73,2019-05-13 19:12:00,2019,5,13
3990,Yhx8JClg7W_Vpug_QZCMD,True,GLOBALPAY,evt_1EdL2fOA-3rWRbNaKJj9s2V,2019-05-14T00:00:00.000Z,DECLINED,False,129825.52,US,USD,False,129825.52,2019-05-14 00:00:00,2019,5,14
3991,5OKfWfI4hLAbPKggeljH4,True,GLOBALPAY,evt_1EbZ2-pZBWHJU3JCWP1LxRw,2019-05-14T04:48:00.000Z,DECLINED,False,130120.81,US,USD,False,130120.81,2019-05-14 04:48:00,2019,5,14
3992,u2PR9A_OvvBsJ7HsAfHdw,True,GLOBALPAY,evt_1EuPbLnX9-4o53twxefDCyg,2019-05-14T09:36:00.000Z,ACCEPTED,False,130712.64,US,USD,False,130712.64,2019-05-14 09:36:00,2019,5,14
3993,LZkpNXFFDAepl4Cwhd9fN,True,GLOBALPAY,evt_1EOrML4xGYqgaV9pJu0hTtV,2019-05-14T14:24:00.000Z,DECLINED,False,130606.49,US,USD,False,130606.49,2019-05-14 14:24:00,2019,5,14
3994,2PI1pxBheMfCPubKk7xrr,True,GLOBALPAY,evt_1ELH6vsCIkgtFaoxdmOJciJ,2019-05-14T19:12:00.000Z,ACCEPTED,False,130327.82,US,USD,False,130327.82,2019-05-14 19:12:00,2019,5,14
3995,pYXBsJAhWaxr6WGac2fvf,True,GLOBALPAY,evt_1EYTepWJi_G3YSbG7uovomB,2019-05-14T00:00:00.000Z,ACCEPTED,False,118626.13,MX,MXN,False,2973938.1,2019-05-14 00:00:00,2019,5,14
3996,13epw_wCLkPDcRriPN11g,True,GLOBALPAY,evt_1E4pszP3cm5kuJj_qn7oc8J,2019-05-14T04:48:00.000Z,ACCEPTED,False,118742.15,MX,MXN,False,2976846.7,2019-05-14 04:48:00,2019,5,14
3997,U4aDYO0u3aeTANV9kcBex,True,GLOBALPAY,evt_1EW1CsRNxPJBDzMAsTMYNSu,2019-05-14T09:36:00.000Z,ACCEPTED,False,119319.75,MX,MXN,False,2991327.04,2019-05-14 09:36:00,2019,5,14
3998,45TS_yxK73hSE_csGgGgX,True,GLOBALPAY,evt_1EIv2x91d91LD3LjRy0oIZT,2019-05-14T14:24:00.000Z,ACCEPTED,False,119151.3,MX,MXN,False,2987104.03,2019-05-14 14:24:00,2019,5,14
3999,tjSx7HYSNFnrye-CgCh19,True,GLOBALPAY,evt_1EwHYvdLb9jOE28a2FsHaTH,2019-05-14T19:12:00.000Z,ACCEPTED,False,119538.27,MX,MXN,False,2996805.3,2019-05-14 19:12:00,2019,5,14
4000,lt85E93Z7At5mfYSIA0TN,True,GLOBALPAY,evt_1Eh8_1FfckuJagHH__vZAAL,2019-05-14T00:00:00.000Z,ACCEPTED,False,117170.49,UK,GBP,False,79020.41,2019-05-14 00:00:00,2019,5,14
4001,97hY_0nqERxWP9mqr4UsM,True,GLOBALPAY,evt_1EfD1BHOt3aCLSuhG79JJIH,2019-05-14T04:48:00.000Z,DECLINED,False,116903.22,UK,GBP,False,78840.16,2019-05-14 04:48:00,2019,5,14
4002,BfsTRpVhi2Gklr4u-JT2w,True,GLOBALPAY,evt_1E38lTQ45zjCV2KpVOjxnC8,2019-05-14T09:36:00.000Z,DECLINED,False,117073.59,UK,GBP,False,78955.06,2019-05-14 09:36:00,2019,5,14
4003,qnPSjN8jJsI-AfAh95IyT,True,GLOBALPAY,evt_1ETCNIUd2z09fJ8LOPD35Ad,2019-05-14T14:24:00.000Z,ACCEPTED,False,117388.15,UK,GBP,False,79167.2,2019-05-14 14:24:00,2019,5,14
4004,Gv81EJXv6uM4E5Atj221p,True,GLOBALPAY,evt_1E8HUPbxcGsMUKIGnp72pa_,2019-05-14T19:12:00.000Z,ACCEPTED,False,117967.96,UK,GBP,False,79558.22,2019-05-14 19:12:00,2019,5,14
4005,Ttrec2eZkXJvo4it3B-Qz,True,GLOBALPAY,evt_1ERivCAQzNrs_JQwOiKtjGw,2019-05-14T00:00:00.000Z,ACCEPTED,False,130733.24,FR,EUR,False,96845.72,2019-05-14 00:00:00,2019,5,14
4006,9YqOFCsAWMDFYHB0WH46J,True,GLOBALPAY,evt_1Ez28qnMqwdqSooiPOqEzv4,2019-05-14T04:48:00.000Z,DECLINED,False,130929.14,FR,EUR,False,96990.84,2019-05-14 04:48:00,2019,5,14
4007,LoDHpZlkhlVC6ancSKW2Y,True,GLOBALPAY,evt_1E3mVKqHxiui0fu45ngE5dz,2019-05-14T09:36:00.000Z,ACCEPTED,False,131379.72,FR,EUR,False,97324.62,2019-05-14 09:36:00,2019,5,14
4008,wPUFQsOnDE9sqViEV2UjP,True,GLOBALPAY,evt_1ESJRmggvvZvNCiL1zXvc1z,2019-05-14T14:24:00.000Z,ACCEPTED,False,131433.78,FR,EUR,False,97364.67,2019-05-14 14:24:00,2019,5,14
4009,V6kViQEhOsUpZ51bpvQ7p,True,GLOBALPAY,evt_1EymhfYkedkOV8V0TikIZd3,2019-05-14T19:12:00.000Z,ACCEPTED,False,131586.91,FR,EUR,False,97478.11,2019-05-14 19:12:00,2019,5,14
4010,fMgsw0Ir7GfJ8EGqZGuoC,True,GLOBALPAY,evt_1EQUQJkwO6NIYPCj890e_3E,2019-05-14T00:00:00.000Z,DECLINED,False,134444.42,CA,CAD,False,187177.12,2019-05-14 00:00:00,2019,5,14
4011,Qumxjwg8_WEvVoEyGKnye,True,GLOBALPAY,evt_1EDWCoBY0P6zgL7OWTb81Pr,2019-05-14T04:48:00.000Z,ACCEPTED,False,134978.17,CA,CAD,False,187920.22,2019-05-14 04:48:00,2019,5,14
4012,uLXpzcGHfWF0Lb_6HTXWk,True,GLOBALPAY,evt_1E-q9-GbyjyxZvwzGZsCLhV,2019-05-14T09:36:00.000Z,ACCEPTED,False,135075.16,CA,CAD,False,188055.26,2019-05-14 09:36:00,2019,5,14
4013,t0eRQmGr4D0Rh_lctSsHJ,True,GLOBALPAY,evt_1E3JjWuH1Z_LVCEaBsboLVE,2019-05-14T14:24:00.000Z,ACCEPTED,False,135333.66,CA,CAD,False,188415.15,2019-05-14 14:24:00,2019,5,14
4014,zUWGiC3h4JaMANWkEQ61i,True,GLOBALPAY,evt_1EpXaJrDCM7F2hU_GtZ6hUK,2019-05-14T19:12:00.000Z,ACCEPTED,False,135045.86,CA,CAD,False,188014.46,2019-05-14 19:12:00,2019,5,14
4015,YLC2bjdJIPPo_oR6nxq7L,True,GLOBALPAY,evt_1EefzfwD6S7-aGDycU8xlfj,2019-05-14T00:00:00.000Z,DECLINED,False,130100.14,AE,USD,False,130100.14,2019-05-14 00:00:00,2019,5,14
4016,KvY8fL9Og-eWvcQ9X5RQc,True,GLOBALPAY,evt_1E8xUtBLm4CqhMAYL1Aqbh8,2019-05-14T04:48:00.000Z,ACCEPTED,False,130141.34,AE,USD,False,130141.34,2019-05-14 04:48:00,2019,5,14
4017,DIsQQMafELBA_KS-DWQZt,True,GLOBALPAY,evt_1EN3wMuQaJBZQKN4a4PiAy1,2019-05-14T09:36:00.000Z,ACCEPTED,False,130212.58,AE,USD,False,130212.58,2019-05-14 09:36:00,2019,5,14
4018,S-N3cqd2vPr8bBHi2nvUj,True,GLOBALPAY,evt_1Eh0nXpY6z5YJie1SEdKJOP,2019-05-14T14:24:00.000Z,DECLINED,False,130134.78,AE,USD,False,130134.78,2019-05-14 14:24:00,2019,5,14
4019,7rk8hmwgNo3Xm32ehf2DC,True,GLOBALPAY,evt_1Eg96H_X8RBgQTlY9ATK27Q,2019-05-14T19:12:00.000Z,ACCEPTED,False,130718.07,AE,USD,False,130718.07,2019-05-14 19:12:00,2019,5,14
4020,DQQQpKL_2l_FFSVojGuFh,True,GLOBALPAY,evt_1E8_petzAsP5YNaZa7U2Tth,2019-05-15T00:00:00.000Z,ACCEPTED,False,130321.4,US,USD,False,130321.4,2019-05-15 00:00:00,2019,5,15
4021,AnigU_0yXLC59Nae9BlqY,True,GLOBALPAY,evt_1EFhoo6KwdPI_CF2_XyNaTo,2019-05-15T04:48:00.000Z,ACCEPTED,False,130934.0,US,USD,False,130934.0,2019-05-15 04:48:00,2019,5,15
4022,RFlW0MYQQIbY3wlvI4JqX,True,GLOBALPAY,evt_1E1RuVgX868h-8dcZrragz3,2019-05-15T09:36:00.000Z,DECLINED,False,130809.49,US,USD,False,130809.49,2019-05-15 09:36:00,2019,5,15
4023,vaa-H2XHDSJmQzney94CB,True,GLOBALPAY,evt_1EjbwB4-wIX9cRm9MWbqgFz,2019-05-15T14:24:00.000Z,DECLINED,False,131478.32,US,USD,False,131478.32,2019-05-15 14:24:00,2019,5,15
4024,Sm0pMjA2sBP9j-nYT-tcw,True,GLOBALPAY,evt_1EhxzcQ7F4Y9OkAsGbr91Pm,2019-05-15T19:12:00.000Z,ACCEPTED,False,131835.78,US,USD,False,131835.78,2019-05-15 19:12:00,2019,5,15
4025,ba0fzPxPN9t3bTt1KqeKY,True,GLOBALPAY,evt_1EPh6V5s5PqJqaVSAoDt0lk,2019-05-15T00:00:00.000Z,DECLINED,False,119775.83,MX,MXN,False,3000673.3,2019-05-15 00:00:00,2019,5,15
4026,Pe8YQX93UyMvTJ2pA98WR,True,GLOBALPAY,evt_1EaIuO7hf0hhdf0cCbhmlB8,2019-05-15T04:48:00.000Z,ACCEPTED,False,120182.66,MX,MXN,False,3010865.38,2019-05-15 04:48:00,2019,5,15
4027,yXJG0inthz3kycEPo8YeH,True,GLOBALPAY,evt_1EvPl1FMk6dw0XjUX7opSvv,2019-05-15T09:36:00.000Z,ACCEPTED,False,119891.42,MX,MXN,False,3003569.11,2019-05-15 09:36:00,2019,5,15
4028,MCbZS0COncIalnO3Q1Qyt,True,GLOBALPAY,evt_1EnP10AUrMGPN9WlWchruFm,2019-05-15T14:24:00.000Z,ACCEPTED,False,119876.01,MX,MXN,False,3003183.05,2019-05-15 14:24:00,2019,5,15
4029,1mbSCWnHYwn4lpnn0NkOE,True,GLOBALPAY,evt_1EDDCsSSEEp3sF8tgzQqyMD,2019-05-15T19:12:00.000Z,DECLINED,False,120377.32,MX,MXN,False,3015742.08,2019-05-15 19:12:00,2019,5,15
4030,mTsDI1_E2eTC0SC1m8Z_z,True,GLOBALPAY,evt_1E_Bm7gk3xr5cWG7u0-LVjq,2019-05-15T00:00:00.000Z,ACCEPTED,False,117737.07,UK,GBP,False,78929.95,2019-05-15 00:00:00,2019,5,15
4031,o_TBK-sdZ7h957HNz9WUS,True,GLOBALPAY,evt_1EnPHyh8ix0lEmF9oT-VTMx,2019-05-15T04:48:00.000Z,ACCEPTED,False,118391.25,UK,GBP,False,79368.51,2019-05-15 04:48:00,2019,5,15
4032,V5AWeDqAcOeqsTyU5DQTN,True,GLOBALPAY,evt_1EkNnFfamP9hHA5zi8xnQz5,2019-05-15T09:36:00.000Z,ACCEPTED,False,118772.71,UK,GBP,False,79624.24,2019-05-15 09:36:00,2019,5,15
4033,fYcuiSAQg3Q4plO2wuImP,True,GLOBALPAY,evt_1E_yTM8pfLNBNuybyQ0M0w1,2019-05-15T14:24:00.000Z,DECLINED,False,118862.71,UK,GBP,False,79684.57,2019-05-15 14:24:00,2019,5,15
4034,bgQTXE1LSwAukHNjvEkCG,True,GLOBALPAY,evt_1EqBStrxwhHJqI_tbYYsluJ,2019-05-15T19:12:00.000Z,DECLINED,False,119346.9,UK,GBP,False,80009.17,2019-05-15 19:12:00,2019,5,15
4035,FCyKqvI0cTss9ECbPtOP6,True,GLOBALPAY,evt_1EyK_NDffw-VFUHn7bnvQ2B,2019-05-15T00:00:00.000Z,ACCEPTED,False,132194.28,FR,EUR,False,98531.47,2019-05-15 00:00:00,2019,5,15
4036,7Ch2I_dD4o4gu72RI5Y2f,True,GLOBALPAY,evt_1EbIVhu2vAJMR7PJASZhnIC,2019-05-15T04:48:00.000Z,ACCEPTED,False,132046.9,FR,EUR,False,98421.62,2019-05-15 04:48:00,2019,5,15
4037,vulzIzUomkRcz8yYA6MSS,True,GLOBALPAY,evt_1ES6F_K4UZhe7r9a0WXfDdg,2019-05-15T09:36:00.000Z,ACCEPTED,True,132282.53,FR,EUR,False,98597.24,2019-05-15 09:36:00,2019,5,15
4038,EelxLiexFRj656IUX06m9,True,GLOBALPAY,evt_1EGWmCIZxLneIizY2iiIPyh,2019-05-15T14:24:00.000Z,DECLINED,False,132717.78,FR,EUR,False,98921.66,2019-05-15 14:24:00,2019,5,15
4039,yIZ8HAJvH1vlR8GZ_htqm,True,GLOBALPAY,evt_1EUFlzAcBhqq1wEfVfS9mKI,2019-05-15T19:12:00.000Z,ACCEPTED,True,132890.67,FR,EUR,False,99050.52,2019-05-15 19:12:00,2019,5,15
4040,1hpKxWbjt07UiNMw_RBvr,True,GLOBALPAY,evt_1EC2ZvYAGXtZ0piyyHUwrqF,2019-05-15T00:00:00.000Z,ACCEPTED,False,135552.21,CA,CAD,False,188815.96,2019-05-15 00:00:00,2019,5,15
4041,oFOxtBl_NBAgE4Amn4jxF,True,GLOBALPAY,evt_1E161EWECN0vINYq8zSH_rB,2019-05-15T04:48:00.000Z,DECLINED,False,136088.79,CA,CAD,False,189563.38,2019-05-15 04:48:00,2019,5,15
4042,eas3N9lx-P1H6GfOTNpvR,True,GLOBALPAY,evt_1EqCk-bQu-UTfiqy7EKiT0V,2019-05-15T09:36:00.000Z,ACCEPTED,False,136582.3,CA,CAD,False,190250.81,2019-05-15 09:36:00,2019,5,15
4043,XU-aMzRxrUniAyGNkrt41,True,GLOBALPAY,evt_1EMZASIXsRxpfWBBQvKDGMU,2019-05-15T14:24:00.000Z,ACCEPTED,False,137002.84,CA,CAD,False,190836.6,2019-05-15 14:24:00,2019,5,15
4044,ma1Gf0iR4aaoNgRb-FzCo,True,GLOBALPAY,evt_1Ewfz6j-DzBhnN14airHVrn,2019-05-15T19:12:00.000Z,DECLINED,False,137107.81,CA,CAD,False,190982.82,2019-05-15 19:12:00,2019,5,15
4045,r2QpfCS9NKFr1Gs-TfL90,True,GLOBALPAY,evt_1EXCSt2A-bK_OaVHVkgHbGi,2019-05-15T00:00:00.000Z,ACCEPTED,False,130926.28,AE,USD,False,130926.28,2019-05-15 00:00:00,2019,5,15
4046,T0TQ-2DynG7BPGvTNNteF,True,GLOBALPAY,evt_1EW8IrYJDrZJqEIXIkiD5jo,2019-05-15T04:48:00.000Z,ACCEPTED,False,131155.94,AE,USD,False,131155.94,2019-05-15 04:48:00,2019,5,15
4047,H-FR4JQ1Q8rhpikwbh4aW,True,GLOBALPAY,evt_1ERvGUkBWFP9oeFQr1qQc81,2019-05-15T09:36:00.000Z,DECLINED,False,131023.64,AE,USD,False,131023.64,2019-05-15 09:36:00,2019,5,15
4048,E1TkP5kCQhllnBMr1YuA1,True,GLOBALPAY,evt_1EGQIadltYmulNcNns5NvUx,2019-05-15T14:24:00.000Z,ACCEPTED,False,131039.63,AE,USD,False,131039.63,2019-05-15 14:24:00,2019,5,15
4049,2VloTOPTR4APxcTiqVZav,True,GLOBALPAY,evt_1EdFzaMIl2szN12K-XM7Pld,2019-05-15T19:12:00.000Z,ACCEPTED,False,131582.46,AE,USD,False,131582.46,2019-05-15 19:12:00,2019,5,15
4050,xh8cBoYHGta5bQBmRwC4Z,True,GLOBALPAY,evt_1Ebp-Ci5T1cC1bpBDFQULyl,2019-05-16T00:00:00.000Z,ACCEPTED,False,132477.98,US,USD,False,132477.98,2019-05-16 00:00:00,2019,5,16
